step,left_fx,left_fy,left_fz,left_tx,left_ty,left_tz,right_fx,right_fy,right_fz,right_tx,right_ty,right_tz,dof_0,dof_1,dof_2,dof_3,dof_4,dof_5,dof_6,dof_7,dof_8
1.0,-0.0006456939736381173,0.0019687360618263483,-0.14724761247634888,-0.029626892879605293,-0.024628344923257828,-0.00019852790865115821,0.0030650775879621506,-0.009387359954416752,-0.14508536458015442,0.03206280991435051,0.02520591765642166,-0.0009669591672718525,-2.1156668663024902,-0.6684122681617737,2.8924312591552734,-1.8615024089813232,0.257721483707428,2.4987969398498535,1.406266212463379,0.03999999910593033,0.03999999910593033
2.0,-0.000392827729228884,0.0006431389483623207,-0.15030361711978912,-0.029709165915846825,-0.02503686398267746,-2.8941572963958606e-05,0.0038410380948334932,-0.025659415870904922,-0.17580252885818481,0.044452324509620667,0.030662935227155685,-0.003542826045304537,-2.1156668663024902,-0.6684122681617737,2.8924312591552734,-1.8615024089813232,0.257721483707428,2.4987969398498535,1.406266212463379,0.03999999910593033,0.04000002145767212
3.0,-0.001134666963480413,-0.003781404811888933,-0.15323814749717712,-0.028568251058459282,-0.02581719681620598,0.000860266329254955,0.0019168914295732975,-0.05645812675356865,-0.19607138633728027,0.06049313768744469,0.033322885632514954,-0.009065615013241768,-2.1156668663024902,-0.6684122681617737,2.8924312591552734,-1.8615024089813232,0.257721483707428,2.4987969398498535,1.406266212463379,0.04000002145767212,0.04000004380941391
4.0,-0.0014774886658415198,-0.007087119854986668,-0.15436352789402008,-0.027506006881594658,-0.02613849565386772,0.001484786975197494,0.0009120914619415998,-0.08503895252943039,-0.21144069731235504,0.07463590800762177,0.035480521619319916,-0.014042859897017479,-2.1156668663024902,-0.6684122681617737,2.8924312591552734,-1.8615024089813232,0.257721483707428,2.4987969398498535,1.406266212463379,0.04000005125999451,0.04000005125999451
5.0,-0.002292421879246831,-0.006655238568782806,-0.15231895446777344,-0.02726959064602852,-0.026119258254766464,0.0015792169142514467,0.0009648066479712725,-0.08278601616621017,-0.20309492945671082,0.07213323563337326,0.03411559760570526,-0.01366346888244152,-2.1156668663024902,-0.6684122681617737,2.8924312591552734,-1.8615024089813232,0.25772151350975037,2.4987969398498535,1.406266212463379,0.04000005125999451,0.040000054985284805
6.0,-0.0029703755863010883,-0.003996812738478184,-0.14365962147712708,-0.026600174605846405,-0.02494373545050621,0.001273798174224794,0.0001914409949677065,-0.06954444199800491,-0.17517201602458954,0.061355844140052795,0.02915717288851738,-0.01157359965145588,-2.1156668663024902,-0.6684122681617737,2.8924312591552734,-1.8615024089813232,0.257721483707428,2.4987969398498535,1.406266212463379,0.04000004753470421,0.040000054985284805
7.0,-0.003164126304909587,-0.0042432923801243305,-0.13793109357357025,-0.025349946692585945,-0.024076152592897415,0.001345576485618949,0.0001553921028971672,-0.05998354032635689,-0.14804607629776,0.0522027462720871,0.024617765098810196,-0.009972253814339638,-2.1156668663024902,-0.6684122681617737,2.8924312591552734,-1.8615022897720337,0.257721483707428,2.4987969398498535,1.406266212463379,0.04000005125999451,0.04000005125999451
8.0,-0.0031037060543894768,-0.007233896758407354,-0.1389560103416443,-0.024345997720956802,-0.02422833815217018,0.0018263740930706263,0.002337167039513588,-0.060514114797115326,-0.1467481404542923,0.05217928811907768,0.02525150030851364,-0.009628817439079285,-2.1156668663024902,-0.6684122085571289,2.8924312591552734,-1.8615022897720337,0.257721483707428,2.4987969398498535,1.406266212463379,0.04000005125999451,0.04000005125999451
9.0,-0.0028897947631776333,-0.00665295822545886,-0.14332835376262665,-0.02544230967760086,-0.024871934205293655,0.0016910078702494502,0.0060064662247896194,-0.05947628244757652,-0.15975819528102875,0.05445132777094841,0.02884598635137081,-0.008762849494814873,-2.1156668663024902,-0.6684121489524841,2.8924312591552734,-1.8615022897720337,0.257721483707428,2.4987969398498535,1.406266212463379,0.04000005125999451,0.04000005125999451
10.0,-0.003600129159167409,-0.0011687289224937558,-0.1450158804655075,-0.02793697640299797,-0.025432106107473373,0.0009173626312986016,0.005793350748717785,-0.041326429694890976,-0.16899704933166504,0.04929734393954277,0.030313409864902496,-0.00577932596206665,-2.1156668663024902,-0.6684121489524841,2.8924312591552734,-1.8615022897720337,0.257721483707428,2.4987969398498535,1.406266212463379,0.04000005125999451,0.04000005125999451
11.0,-0.0037194278556853533,0.00014091632328927517,-0.14480920135974884,-0.028416838496923447,-0.0254412479698658,0.0007217368111014366,0.0057520135305821896,-0.04315150901675224,-0.16499269008636475,0.049218934029340744,0.0296334121376276,-0.006082153879106045,-2.1156668663024902,-0.6684122085571289,2.8924312591552734,-1.8615022897720337,0.257721483707428,2.4987969398498535,1.406266212463379,0.04000004753470421,0.04000004753470421
12.0,-0.0036158477887511253,-0.002513734856620431,-0.14266574382781982,-0.026963429525494576,-0.025043193250894547,0.0011447434080764651,0.0053879753686487675,-0.05591893568634987,-0.15362638235092163,0.05188119038939476,0.027611402794718742,-0.008275248110294342,-2.1156668663024902,-0.6684122085571289,2.8924312591552734,-1.8615022897720337,0.257721483707428,2.4987969398498535,1.406266212463379,0.04000004753470421,0.04000004753470421
13.0,-0.003215382806956768,-0.0034507655072957277,-0.13833294808864594,-0.02573416195809841,-0.024172425270080566,0.0012208983534947038,0.006209386046975851,-0.05864209309220314,-0.1432887315750122,0.05086382478475571,0.026219122111797333,-0.008556773886084557,-2.1156668663024902,-0.6684122085571289,2.8924312591552734,-1.8615022897720337,0.257721483707428,2.4987969398498535,1.406266212463379,0.04000005125999451,0.04000005125999451
14.0,-0.002805880270898342,-0.0012681946391239762,-0.137676402926445,-0.02645021490752697,-0.0238947756588459,0.0007754368707537651,0.007384931668639183,-0.05354445427656174,-0.1377866119146347,0.04782334342598915,0.025758367031812668,-0.007478383369743824,-2.1156668663024902,-0.6684121489524841,2.8924312591552734,-1.8615022897720337,0.257721483707428,2.4987969398498535,1.406266212463379,0.04000005125999451,0.04000005125999451
15.0,-0.002460502553731203,-0.00039732232107780874,-0.1396818608045578,-0.02718992903828621,-0.024096529930830002,0.0005604515317827463,0.008376087993383408,-0.047795817255973816,-0.14268304407596588,0.04662226885557175,0.026949336752295494,-0.006335840560495853,-2.1156668663024902,-0.6684121489524841,2.8924312591552734,-1.8615022897720337,0.257721483707428,2.4987969398498535,1.406266212463379,0.04000005125999451,0.04000005125999451
16.0,-0.0029608532786369324,-0.001058228430338204,-0.14147673547267914,-0.027281463146209717,-0.024592220783233643,0.0007688001496717334,0.009226510301232338,-0.045391637831926346,-0.15170696377754211,0.04755115881562233,0.028780968859791756,-0.005782383494079113,-2.1156668663024902,-0.6684121489524841,2.8924312591552734,-1.8615020513534546,0.257721483707428,2.4987969398498535,1.406266212463379,0.040000032633543015,0.04000005125999451
17.0,-0.0028417445719242096,-0.0019634789787232876,-0.141422837972641,-0.026914160698652267,-0.024535182863473892,0.0008957405225373805,0.008497195318341255,-0.04577230289578438,-0.15357942879199982,0.04809267818927765,0.028818879276514053,-0.005989190191030502,-2.1156668663024902,-0.6684121489524841,2.8924312591552734,-1.8615022897720337,0.257721483707428,2.4987969398498535,1.406266212463379,0.040000032633543015,0.04000005125999451
18.0,-0.002701485063880682,-0.0026772732380777597,-0.1391420066356659,-0.026187989860773087,-0.024099115282297134,0.0009872398804873228,0.0060126096941530704,-0.04591730982065201,-0.1473255306482315,0.04685220122337341,0.026820356026291847,-0.006483282893896103,-2.1156668663024902,-0.6684121489524841,2.8924312591552734,-1.8615022897720337,0.257721483707428,2.4987969398498535,1.406266212463379,0.040000032633543015,0.04000005125999451
19.0,-0.0025651268661022186,-0.0037193926982581615,-0.13651223480701447,-0.02525651827454567,-0.023615077137947083,0.0011327158426865935,0.00417748000472784,-0.04744992032647133,-0.13998396694660187,0.045946016907691956,0.024886848405003548,-0.00708481390029192,-2.1156668663024902,-0.6684121489524841,2.8924312591552734,-1.8615022897720337,0.257721483707428,2.4987969398498535,1.406266212463379,0.04000003635883331,0.04000005125999451
20.0,-0.002667786553502083,-0.004440210293978453,-0.13575346767902374,-0.024810949340462685,-0.0235283300280571,0.0012733369367197156,0.004334871657192707,-0.04983653128147125,-0.13646678626537323,0.04618993401527405,0.024357611313462257,-0.007452836260199547,-2.1156668663024902,-0.6684120893478394,2.8924312591552734,-1.8615020513534546,0.257721483707428,2.4987971782684326,1.406266212463379,0.04000004380941391,0.04000005125999451
21.0,-0.004061296582221985,-0.00033961510052904487,-0.13367395102977753,-0.026016995310783386,-0.023730549961328506,0.0008702652412466705,0.01449673343449831,-0.07104771584272385,-0.11549660563468933,0.050321243703365326,0.024804484099149704,-0.009008390828967094,-2.1156668663024902,-0.6684357523918152,2.8924312591552734,-1.8615012168884277,0.2577216923236847,2.498800754547119,1.406266212463379,0.04000009968876839,0.040000125765800476
22.0,-0.004454034846276045,0.002682507736608386,-0.1364457756280899,-0.02777252160012722,-0.02436959370970726,0.000446306134108454,0.026236552745103836,-0.1006106287240982,-0.11145932227373123,0.0611727274954319,0.02875189669430256,-0.011661281809210777,-2.1156668663024902,-0.668468177318573,2.89243483543396,-1.8615052700042725,0.2577216327190399,2.4988043308258057,1.406266212463379,0.040000155568122864,0.04000023752450943
23.0,-0.006460900418460369,0.004121818579733372,-0.13653066754341125,-0.028364740312099457,-0.025189679116010666,0.0006105835782364011,0.03823903575539589,-0.12398931384086609,-0.10425657033920288,0.06910437345504761,0.032305292785167694,-0.013242397457361221,-2.1156668663024902,-0.6685077548027039,2.8924384117126465,-1.8615140914916992,0.2577211856842041,2.4988062381744385,1.406266212463379,0.04000021144747734,0.04000040516257286
24.0,-0.008428428322076797,0.005715961568057537,-0.13523761928081512,-0.028746770694851875,-0.02575867250561714,0.0007414723513647914,0.0466240793466568,-0.14129862189292908,-0.09008552879095078,0.0732109546661377,0.0332944355905056,-0.014500074088573456,-2.1156668663024902,-0.6685532927513123,2.892441987991333,-1.8615272045135498,0.2577207386493683,2.4988062381744385,1.406266212463379,0.0400003045797348,0.04000062122941017
25.0,-0.010387684218585491,0.006153313908725977,-0.1325516700744629,-0.028391750529408455,-0.026094753295183182,0.0010627943556755781,0.05113166198134422,-0.1583033800125122,-0.07224203646183014,0.0764036625623703,0.032148923724889755,-0.016446691006422043,-2.1156668663024902,-0.6686039566993713,2.8924455642700195,-1.861544132232666,0.25772005319595337,2.4988062381744385,1.406266212463379,0.040000416338443756,0.04000088572502136
26.0,-0.012675142847001553,0.005176577251404524,-0.1280263364315033,-0.027106329798698425,-0.026247452944517136,0.0016837839502841234,0.053806569427251816,-0.17766836285591125,-0.05098086968064308,0.07976581156253815,0.02969931624829769,-0.01913493499159813,-2.1156668663024902,-0.6686589121818542,2.892451524734497,-1.8615645170211792,0.25771915912628174,2.4988062381744385,1.406266212463379,0.04000058397650719,0.040001194924116135
27.0,-0.016017280519008636,0.002181250136345625,-0.12130577117204666,-0.024579614400863647,-0.02644350938498974,0.002849619835615158,0.056736059486866,-0.19260157644748688,-0.03152112662792206,0.08175164461135864,0.027642082422971725,-0.021039068698883057,-2.1156668663024902,-0.6687173843383789,2.89245867729187,-1.8615875244140625,0.2577182650566101,2.4988040924072266,1.406266212463379,0.0400007888674736,0.040001556277275085
28.0,-0.01779683120548725,0.0004327577189542353,-0.11652226746082306,-0.02292635105550289,-0.026355834677815437,0.003494728123769164,0.05992541089653969,-0.19720786809921265,-0.018709881231188774,0.08111227303743362,0.026779135689139366,-0.021183360368013382,-2.1156668663024902,-0.668778657913208,2.892465829849243,-1.8616129159927368,0.2577173709869385,2.49880051612854,1.406266212463379,0.0400010384619236,0.04000196233391762
29.0,-0.020060760900378227,0.00034947533276863396,-0.11353524029254913,-0.022293472662568092,-0.026758648455142975,0.003960459027439356,0.0638812780380249,-0.1995311677455902,-0.008773444220423698,0.08019764721393585,0.026670265942811966,-0.02080628275871277,-2.1156668663024902,-0.6688421368598938,2.892472982406616,-1.8616399765014648,0.2577160596847534,2.4987969398498535,1.406266212463379,0.040001336485147476,0.04000240936875343
30.0,-0.021428119391202927,-7.838966848794371e-05,-0.11088428646326065,-0.021595720201730728,-0.026860767975449562,0.004304935224354267,0.0675145834684372,-0.2085140198469162,-0.0019449640531092882,0.08243785798549652,0.02696901001036167,-0.021592963486909866,-2.1156668663024902,-0.6689072251319885,2.8924801349639893,-1.861668586730957,0.25771471858024597,2.498793363571167,1.406266212463379,0.040001675486564636,0.04000290855765343
31.0,-0.02243051677942276,-0.00023523723939433694,-0.106100894510746,-0.020582661032676697,-0.026465579867362976,0.004531533923000097,0.07203374803066254,-0.22785775363445282,0.011249485425651073,0.08741584420204163,0.026564909145236015,-0.02392468973994255,-2.1156668663024902,-0.6689736247062683,2.8924872875213623,-1.8616983890533447,0.2577133774757385,2.4987897872924805,1.406266212463379,0.040002066642045975,0.04000343382358551
32.0,-0.023302653804421425,0.0014306779485195875,-0.1001426950097084,-0.020059147849678993,-0.025825563818216324,0.004429289139807224,0.07597584277391434,-0.24898801743984222,0.029352637007832527,0.09207946062088013,0.025132756680250168,-0.026661686599254608,-2.1156668663024902,-0.6690406799316406,2.8924944400787354,-1.8617287874221802,0.2577120363712311,2.498786211013794,1.406266212463379,0.040002502501010895,0.04000399634242058
33.0,-0.024700850248336792,0.004157071467489004,-0.09522983431816101,-0.020166903734207153,-0.025568906217813492,0.004256109241396189,0.07960650324821472,-0.2691640853881836,0.04938685894012451,0.09596490859985352,0.023280736058950424,-0.029295429587364197,-2.1156668663024902,-0.6691086292266846,2.8925015926361084,-1.8617591857910156,0.25771069526672363,2.4987826347351074,1.406266212463379,0.040002983063459396,0.040004611015319824
34.0,-0.02680128440260887,0.0073430235497653484,-0.0922870934009552,-0.020851323381066322,-0.02591695263981819,0.004147691186517477,0.08463993668556213,-0.28777647018432617,0.06648958474397659,0.09989619255065918,0.022467752918601036,-0.03140541911125183,-2.1156668663024902,-0.6691765785217285,2.8925087451934814,-1.861789584159851,0.2577093541622162,2.498779058456421,1.406266212463379,0.04000351205468178,0.04000527411699295
35.0,-0.029388289898633957,0.011386392638087273,-0.09070134907960892,-0.022145265713334084,-0.026683030650019646,0.003994592931121588,0.09212324768304825,-0.30408433079719543,0.07866954803466797,0.10399729013442993,0.023410730063915253,-0.032668039202690125,-2.1156668663024902,-0.6692443490028381,2.8925158977508545,-1.8618199825286865,0.25770801305770874,2.4987754821777344,1.406266212463379,0.04000408574938774,0.04000598564743996
36.0,-0.03267795965075493,0.0161009281873703,-0.08876620978116989,-0.023636290803551674,-0.02766876295208931,0.0038716415874660015,0.10195747762918472,-0.31344255805015564,0.08050800859928131,0.10755419731140137,0.026956845074892044,-0.03232836723327637,-2.1156668663024902,-0.6693114042282104,2.8925230503082275,-1.861850380897522,0.2577066719532013,2.498771905899048,1.406266212463379,0.04000470042228699,0.040006741881370544
37.0,-0.036846037954092026,0.020605552941560745,-0.085401251912117,-0.02476288378238678,-0.028765536844730377,0.0039606038480997086,0.11108807474374771,-0.32980361580848694,0.09134946018457413,0.11189519613981247,0.028757138177752495,-0.0332869216799736,-2.1156668663024902,-0.669377863407135,2.8925302028656006,-1.8618807792663574,0.25770533084869385,2.4987683296203613,1.406266212463379,0.04000537097454071,0.040007539093494415
38.0,-0.041793342679739,0.023371048271656036,-0.08137605339288712,-0.025066526606678963,-0.03006174974143505,0.004493490792810917,0.1196657195687294,-0.3466068208217621,0.10252045094966888,0.11625546216964722,0.03029537759721279,-0.03441961854696274,-2.1156668663024902,-0.6694435477256775,2.8925373554229736,-1.8619111776351929,0.2577039897441864,2.498764753341675,1.406266212463379,0.04000607505440712,0.04000837728381157
39.0,-0.04645175486803055,0.025799347087740898,-0.07632879167795181,-0.02503397688269615,-0.031073981896042824,0.0050242142751812935,0.1283288151025772,-0.3616648316383362,0.11715255677700043,0.11925868690013885,0.03128567337989807,-0.03523480147123337,-2.1156668663024902,-0.6695082187652588,2.8925445079803467,-1.8619405031204224,0.25770264863967896,2.4987611770629883,1.406266212463379,0.040006812661886215,0.0400092713534832
40.0,-0.05127041041851044,0.02700098417699337,-0.07197991013526917,-0.024655764922499657,-0.03226523473858833,0.005790926516056061,0.13533161580562592,-0.36998167634010315,0.1290159672498703,0.12021791189908981,0.03211549296975136,-0.035251423716545105,-2.1156668663024902,-0.6695718169212341,2.8925516605377197,-1.8619691133499146,0.2577013075351715,2.4987587928771973,1.406266212463379,0.04000759497284889,0.040010202676057816
41.0,-0.055885132402181625,0.02825247123837471,-0.06855257600545883,-0.024472566321492195,-0.033530186861753464,0.006508085876703262,0.14166268706321716,-0.37307602167129517,0.13854843378067017,0.11963236331939697,0.03304494544863701,-0.03453992307186127,-2.1156668663024902,-0.6696340441703796,2.8925588130950928,-1.8619968891143799,0.25769996643066406,2.4987587928771973,1.406266212463379,0.04000841826200485,0.04001116380095482
42.0,-0.057037193328142166,0.02888648584485054,-0.0703311488032341,-0.025081930682063103,-0.03428668528795242,0.006641591899096966,0.14796294271945953,-0.37436482310295105,0.1450013667345047,0.11897263675928116,0.03446121886372566,-0.033537134528160095,-2.1156668663024902,-0.6696949601173401,2.892565965652466,-1.8620237112045288,0.2576986253261566,2.4987587928771973,1.406266212463379,0.040009256452322006,0.0400121696293354
43.0,-0.05789349228143692,0.028738953173160553,-0.07368945330381393,-0.02569417655467987,-0.03518461436033249,0.0068482402712106705,0.15357398986816406,-0.3777085244655609,0.15056942403316498,0.11927707493305206,0.035756051540374756,-0.03300826996564865,-2.1156668663024902,-0.6697543859481812,2.892573118209839,-1.8620494604110718,0.25769728422164917,2.4987587928771973,1.406266212463379,0.04001015052199364,0.04001317918300629
44.0,-0.060483939945697784,0.030368095263838768,-0.07170271128416061,-0.025949964299798012,-0.03588308021426201,0.007101641036570072,0.1589367687702179,-0.3842936158180237,0.15757791697978973,0.12053088843822479,0.03670850396156311,-0.03306563198566437,-2.1156668663024902,-0.6698122620582581,2.892580270767212,-1.8620744943618774,0.2576959431171417,2.4987587928771973,1.406266212463379,0.04001104459166527,0.04001424089074135
45.0,-0.06282410770654678,0.03323350101709366,-0.06880449503660202,-0.026515085250139236,-0.03633095324039459,0.007099674083292484,0.16377654671669006,-0.39285096526145935,0.16624973714351654,0.12220026552677155,0.03718150779604912,-0.033547982573509216,-2.1156668663024902,-0.6698687076568604,2.892587423324585,-1.8620980978012085,0.2576946020126343,2.4987587928771973,1.406266212463379,0.04001199081540108,0.04001530259847641
46.0,-0.06497278064489365,0.03681225702166557,-0.06573379039764404,-0.02732856199145317,-0.03667556121945381,0.006940457969903946,0.16778406500816345,-0.40049630403518677,0.1754852682352066,0.12340916693210602,0.037236288189888,-0.03403976559638977,-2.1156668663024902,-0.6699236035346985,2.892594575881958,-1.8621211051940918,0.25769326090812683,2.4987587928771973,1.406266212463379,0.040012940764427185,0.04001636430621147
47.0,-0.06708099693059921,0.040895894169807434,-0.06299927830696106,-0.02840731106698513,-0.03705984726548195,0.0066891806200146675,0.171089306473732,-0.40599560737609863,0.183322012424469,0.124088354408741,0.03724878653883934,-0.03431663662195206,-2.1156668663024902,-0.6699768304824829,2.892601728439331,-1.862142562866211,0.2576919198036194,2.4987587928771973,1.406266212463379,0.04001389816403389,0.04001748189330101
48.0,-0.06915673613548279,0.045046187937259674,-0.0608108788728714,-0.029620593413710594,-0.037521958351135254,0.006420215591788292,0.17402690649032593,-0.4107305407524109,0.18924905359745026,0.12486018985509872,0.03743721544742584,-0.034539178013801575,-2.1156668663024902,-0.6700285077095032,2.892608880996704,-1.8621631860733032,0.25769057869911194,2.4987587928771973,1.406266212463379,0.040014903992414474,0.04001859948039055
49.0,-0.07118458300828934,0.04916105419397354,-0.058653369545936584,-0.030825169757008553,-0.03797057643532753,0.006147857755422592,0.1768380105495453,-0.4156895875930786,0.1938379555940628,0.12598785758018494,0.03779703751206398,-0.03482312709093094,-2.1156668663024902,-0.6700785756111145,2.892616033554077,-1.862182855606079,0.2576892375946045,2.4987587928771973,1.406266212463379,0.04001590982079506,0.04001971706748009
50.0,-0.07283962517976761,0.052704378962516785,-0.05616375431418419,-0.03173833340406418,-0.03821767866611481,0.005894903093576431,0.17954589426517487,-0.4204530417919159,0.19823037087917328,0.12706442177295685,0.038146547973155975,-0.03509354591369629,-2.1156668663024902,-0.6701270937919617,2.89262318611145,-1.8622010946273804,0.25768789649009705,2.498760461807251,1.406266212463379,0.040016915649175644,0.040020834654569626
